koi_disposition,koi_pdisposition,koi_score,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr
FALSE POSITIVE,FALSE POSITIVE,,0.70914232,3.76E-07,-3.76E-07,132.1761,2.95E-04,-2.95E-04,1.0094,0.0618,-0.1098,1.936,0.22,-0.22,2.56E+03,1.51E+02,-1.51E+02,7.27,1.32E+00,-6.90E-01,1903.76,1105.26,-513.99,2.6
FALSE POSITIVE,FALSE POSITIVE,0,9.86869589,5.47E-05,-5.47E-05,138.99584,4.42E-03,-4.42E-03,0.984,0.003,-0.697,2.876,0.27,-0.27,5.92E+03,4.34E+02,-4.34E+02,21.68,6.35E+00,-5.77E+00,743.72,663.81,-406.45,15.8
FALSE POSITIVE,FALSE POSITIVE,,66.34455122,,,153.314206,,,,,,3.64,,,,,,,,,,,,
CANDIDATE,CANDIDATE,,143.09688,1.53E-02,-1.53E-02,143.701,1.57E-01,-1.57E-01,0.1129,0.3352,-0.1128,17.74,6.5,-6.5,1.25E+02,2.14E+01,-2.14E+01,1.48,3.90E-01,-1.30E-01,8.94,6.25,-2.19,6.4
CANDIDATE,CANDIDATE,,73.4567573,,,172.3647107,,,,,,2.74,,,,,,,,,,,,
FALSE POSITIVE,FALSE POSITIVE,0.001,0.978362973,4.32E-06,-4.32E-06,132.126,3.89E-03,-3.89E-03,0.267,0.19,-0.267,1.206,0.127,-0.127,3.71E+01,2.90E+00,-2.90E+00,1.04,3.30E-01,-2.20E-01,13948.03,12934.31,-6596.83,15.9
CANDIDATE,CANDIDATE,0.989,13.0327301,1.50E-04,-1.50E-04,133.6778,1.01E-02,-1.01E-02,0.67,0.284,-0.457,3.902,0.313,-0.313,2.42E+02,2.50E+01,-2.50E+01,1.64,4.60E-01,-2.00E-01,101.4,84.06,-34.19,11.1
CONFIRMED,CANDIDATE,1,37.6333868,7.79E-04,-7.79E-04,158.8156,2.38E-02,-2.38E-02,0.338,0.135,-0.338,4.49,0.221,-0.221,1.66E+03,9.80E+01,-9.80E+01,2.25,1.40E-01,-1.00E-01,1.88,0.4,-0.31,18.6
CANDIDATE,CANDIDATE,0.999,31.9533679,6.67E-04,-6.67E-04,159.6588,1.81E-02,-1.81E-02,0.773,0.058,-0.533,8.424,0.486,-0.486,1.06E+02,7.60E+00,-7.60E+00,1.65,2.90E-01,-2.10E-01,65.15,31.66,-19.85,15.2
CANDIDATE,CANDIDATE,,458.16754,3.15E-02,-3.15E-02,462.2522,5.04E-02,-5.04E-02,0.1573,0.3167,-0.1569,6.97,2.8,-2.8,6.83E+02,1.82E+02,-1.82E+02,2.11,8.30E-01,-1.60E-01,0.45,0.55,-0.11,5.6
CANDIDATE,CANDIDATE,,67.8766605,7.97E-04,-7.97E-04,187.3703,1.05E-02,-1.05E-02,0.0011,0.4505,-0.001,2.598,0.229,-0.229,3.89E+02,4.54E+01,-4.54E+01,1.92,8.20E-01,-1.70E-01,10.11,12.69,-2.79,9.1
FALSE POSITIVE,FALSE POSITIVE,0.022,15.0367776,1.61E-04,-1.61E-04,133.6558,1.02E-02,-1.02E-02,1.115,70.92,-5.333,3.042,0.346,-0.346,5.04E+02,5.61E+01,-5.61E+01,8.02,4.50E-01,-5.80E-01,4.96,1.04,-0.99,10.8
CANDIDATE,CANDIDATE,1,25.0901574,4.82E-04,-4.82E-04,138.4988,1.62E-02,-1.62E-02,0.935,0.043,-0.651,8.273,0.545,-0.545,3.77E+01,3.40E+00,-3.40E+00,1.35,2.70E-01,-4.30E-01,124.33,76.2,-73.41,12.1
CONFIRMED,CANDIDATE,1,12.25384348,8.84E-05,-8.84E-05,143.70549,5.11E-03,-5.11E-03,0.441,0.529,-0.244,2.373,0.198,-0.198,1.48E+02,1.43E+01,-1.43E+01,1,1.30E-01,-3.00E-02,50.05,16.42,-5.98,12.3
CANDIDATE,CANDIDATE,,326.6708,1.61E-02,-1.61E-02,327.7185,3.85E-02,-3.85E-02,0.6133,0.0169,-0.4804,10.84,1.5,-1.5,3.86E+02,3.96E+01,-3.96E+01,2.2,7.50E-01,-3.50E-01,1.52,1.54,-0.57,10.8
CANDIDATE,CANDIDATE,,143.2110936,,,221.7556468,,,,,,2.71,,,,,,,,,,,,
CANDIDATE,CANDIDATE,0.784,362.97828,1.60E-02,-1.60E-02,256.5011,2.58E-02,-2.58E-02,0.055,0.409,-0.055,14.083,0.744,-0.744,2.61E+02,2.05E+01,-2.05E+01,1.96,3.30E-01,-2.90E-01,1.81,0.87,-0.6,13
CANDIDATE,CANDIDATE,0.744,240.192808,8.99E-03,-8.99E-03,168.3047,3.07E-02,-3.07E-02,0.814,0.141,-0.575,9.72,0.627,-0.627,6.06E+02,5.40E+01,-5.40E+01,2.68,8.30E-01,-2.80E-01,1.86,1.74,-0.55,12
FALSE POSITIVE,FALSE POSITIVE,0,22.16127178,4.77E-05,-4.77E-05,148.46378,1.81E-03,-1.81E-03,1.277,6.814,-0.41,3.699,0.0868,-0.0868,5.26E+03,1.10E+02,-1.10E+02,69.44,1.48E+01,-2.21E+01,139.67,89.23,-80.49,56.6
CANDIDATE,CANDIDATE,0.149,86.723653,1.76E-03,-1.76E-03,195.3511,1.68E-02,-1.68E-02,0.662,0.31,-0.466,4.852,0.506,-0.506,2.41E+02,2.80E+01,-2.80E+01,1.43,3.90E-01,-1.20E-01,5.5,4.24,-1.42,9.4
FALSE POSITIVE,FALSE POSITIVE,0,2.745121487,2.67E-06,-2.67E-06,133.619276,8.29E-04,-8.29E-04,0.861,0.072,-0.025,2.9845,0.0769,-0.0769,1.46E+04,2.86E+02,-2.86E+02,9.55,1.00E+00,-5.80E-01,150.25,60.52,-35.5,86.7
FALSE POSITIVE,FALSE POSITIVE,0,282.9656538,1.29E-04,-1.29E-04,193.502758,3.23E-04,-3.23E-04,0.426,0.007,-0.007,21.4259,0.0222,-0.0222,4.68E+05,4.18E+02,-4.18E+02,71.61,2.24E+01,-7.47E+00,1.45,1.33,-0.44,1365.9
FALSE POSITIVE,FALSE POSITIVE,0,37.32030954,4.48E-05,-4.48E-05,135.426946,9.83E-04,-9.83E-04,1.282,0.651,-0.218,6.9616,0.0506,-0.0506,4.33E+03,3.17E+01,-3.17E+01,36.96,1.17E+01,-3.89E+00,19.77,18.43,-5.83,171.3
CANDIDATE,CANDIDATE,0.175,36.566324,1.14E-03,-1.14E-03,141.4473,3.13E-02,-3.13E-02,0.018,0.413,-0.018,4.832,0.488,-0.488,2.94E+03,4.25E+02,-4.25E+02,15.41,5.92E+00,-1.10E+01,110.92,136.29,-103.02,8.1
FALSE POSITIVE,FALSE POSITIVE,0,5.889372452,1.92E-07,-1.92E-07,134.779685,2.62E-05,-2.62E-05,0.403,0.021,-0.011,4.94674,0.00088,-0.00088,5.68E+04,1.66E+01,-1.66E+01,50.78,1.30E+01,-1.74E+01,1951.4,1485.07,-1238.46,4146.7
FALSE POSITIVE,FALSE POSITIVE,0,2.581595167,1.06E-06,-1.06E-06,132.947414,3.49E-04,-3.49E-04,0.124,0.074,-0.049,4.9153,0.0237,-0.0237,1.71E+05,6.14E+02,-6.14E+02,40.94,1.16E+01,-6.25E+00,735.27,609.16,-267.06,338.2
CANDIDATE,CANDIDATE,0.283,20.5736113,8.82E-04,-8.82E-04,149.1939,3.28E-02,-3.28E-02,0.032,0.414,-0.032,11.222,0.939,-0.939,7.60E+01,6.20E+00,-6.20E+00,3.86,3.50E-01,-1.42E+00,484.82,131.14,-301.79,12.3
FALSE POSITIVE,FALSE POSITIVE,,0.566801886,5.47E-06,-5.47E-06,131.8258,1.01E-02,-1.01E-02,0.3733,0.14,-0.3732,5.733,0.63,-0.63,5.90E+00,9.00E-01,-9.00E-01,0.54,3.10E-01,-1.00E-01,52564.19,94611.36,-22419.93,16.3
FALSE POSITIVE,FALSE POSITIVE,,180.71809,2.99E-02,-2.99E-02,222.2962,4.61E-02,-4.61E-02,0.8856,0.087,-0.6346,10.85,1.8,-1.8,3.12E+01,5.20E+00,-5.20E+00,1.28,8.10E-01,-2.00E-01,20.98,41.75,-8.31,8.6
FALSE POSITIVE,FALSE POSITIVE,0,6.5583706,4.35E-05,-4.35E-05,133.83031,5.53E-03,-5.53E-03,1.213,28,-1.18,3.286,0.217,-0.217,1.36E+02,8.50E+00,-8.50E+00,39.06,6.74E+00,-8.24E+00,639.83,290.04,-260.45,18.1
FALSE POSITIVE,FALSE POSITIVE,,434.39148,1.07E-02,-1.07E-02,131.4436,2.56E-02,-2.56E-02,0.9936,0.2663,-0.0845,13.02,1.3,-1.3,1.20E+02,1.22E+01,-1.22E+01,1.59,6.50E-01,-1.50E-01,0.73,0.88,-0.18,10.4
FALSE POSITIVE,FALSE POSITIVE,,71.1577054,,,178.29611,,,,,,4.85,,,,,,,,,,,,
FALSE POSITIVE,FALSE POSITIVE,,73.26417,1.26E-02,-1.26E-02,173.8331,4.68E-02,-4.68E-02,0.4719,0.0639,-0.4709,5.54,2.6,-2.6,3.84E+01,1.95E+01,-1.95E+01,1.32,7.00E-02,-8.00E-02,27.47,4.64,-4.57,3
FALSE POSITIVE,FALSE POSITIVE,,11.3220104,5.67E-04,-5.67E-04,142.7143,3.22E-02,-3.22E-02,0.1749,0.2837,-0.1749,5.86,0.84,-0.84,1.71E+01,2.10E+00,-2.10E+00,0.91,3.00E-01,-4.20E-01,515.77,523.8,-386.82,8.1
FALSE POSITIVE,FALSE POSITIVE,,681.9363102,2.99E-05,-2.99E-05,289.0653808,2.11E-05,-2.11E-05,0.828,0.0131,-0.0157,7.94066,0.00192,-0.00192,1.87E+05,3.95E+01,-3.95E+01,61.52,2.76E+01,-6.07E+00,0.56,0.72,-0.16,5388.3
FALSE POSITIVE,FALSE POSITIVE,0,0.705891195,3.80E-06,-3.80E-06,131.62062,4.16E-03,-4.16E-03,0.511,0.442,-0.511,5.281,0.298,-0.298,1.50E+01,6.20E+00,-6.20E+00,1,3.40E-01,-3.40E-01,134291.26,135507.26,-85924.08,32.9
FALSE POSITIVE,FALSE POSITIVE,,377.88909,1.21E-02,-1.21E-02,143.4845,2.30E-02,-2.30E-02,0.1164,0.329,-0.1163,9.259,0.716,-0.716,9.28E+01,1.01E+01,-1.01E+01,3.17,1.33E+00,-1.01E+00,31.87,40.38,-19.58,11.6
FALSE POSITIVE,FALSE POSITIVE,,199.21638,1.87E-02,-1.87E-02,293.6619,4.04E-02,-4.04E-02,0.5,0.0767,-0.409,9.23,1.8,-1.8,6.25E+01,1.10E+01,-1.10E+01,2.36,9.80E-01,-6.60E-01,58.73,73.33,-33.29,10.6
FALSE POSITIVE,FALSE POSITIVE,,121.70747,1.18E-02,-1.18E-02,229.2617,6.96E-02,-6.96E-02,0.9778,0.0224,-0.6789,1.37,2.4,-2.4,9.82E+01,1.77E+01,-1.77E+01,3.02,1.10E-01,-1.10E-01,26.67,3.28,-2.78,6.9
FALSE POSITIVE,FALSE POSITIVE,,273.528359,4.61E-03,-4.61E-03,246.3207,1.16E-02,-1.16E-02,1.363,0.311,-0.3229,22.346,0.639,-0.639,4.09E+02,1.15E+01,-1.15E+01,115.4,3.29E+01,-3.40E+01,22.75,19.52,-13.13,32.1
FALSE POSITIVE,FALSE POSITIVE,0,3.88258905,3.81E-05,-3.81E-05,134.82111,6.81E-03,-6.81E-03,0.553,0.004,-0.478,2.741,0.232,-0.232,5.78E+01,5.10E+00,-5.10E+00,0.78,0.00E+00,0.00E+00,426.41,0,0,13.2
FALSE POSITIVE,FALSE POSITIVE,,135.57186,1.32E-02,-1.32E-02,245.3504,5.17E-02,-5.17E-02,0.2687,0.2103,-0.2687,9.94,1.6,-1.6,4.12E+01,8.50E+00,-8.50E+00,0.83,3.30E-01,-2.70E-01,8.77,10.26,-5.15,5.7
CANDIDATE,CANDIDATE,0,0.954388314,3.97E-06,-3.97E-06,132.44537,3.26E-03,-3.26E-03,0.737,0.217,-0.687,6.26,1.9,-1.9,5.72E+01,6.70E+00,-6.70E+00,2.27,3.80E-01,-7.10E-01,31694.26,15870.19,-18758.8,56.3
FALSE POSITIVE,FALSE POSITIVE,,173.06929,1.32E-02,-1.32E-02,221.2582,2.16E-02,-2.16E-02,1.1262,0.4818,-0.1481,12.84,2,-2,5.77E+02,6.37E+01,-6.37E+01,30.29,1.78E+01,-6.16E+00,17.08,31.46,-7.97,19.9
FALSE POSITIVE,FALSE POSITIVE,0.005,1.039046871,8.41E-06,-8.41E-06,131.54272,6.93E-03,-6.93E-03,0.096,0.368,-0.096,1.689,0.207,-0.207,2.44E+01,3.20E+00,-3.20E+00,0.48,1.00E-01,-7.00E-02,2348.45,1421.05,-768.84,9.3
FALSE POSITIVE,FALSE POSITIVE,,0.607538435,3.99E-06,-3.99E-06,131.70989,4.24E-03,-4.24E-03,0.9849,0,-0.6835,5.549,0.308,-0.308,3.49E+01,1.80E+00,-1.80E+00,1.34,9.10E-01,-2.50E-01,25377.69,53505.2,-10965.57,30.4
FALSE POSITIVE,FALSE POSITIVE,0.001,0.98762513,3.85E-06,-3.85E-06,131.97212,2.94E-03,-2.94E-03,0.547,0.415,-0.353,1.127,0.101,-0.101,2.86E+01,2.30E+00,-2.30E+00,1.14,4.20E-01,-2.80E-01,45704.5,51313.06,-24322.84,14.8
FALSE POSITIVE,FALSE POSITIVE,,113.0707574,,,171.705,,,,,,9.03,,,,,,,,,,,,
FALSE POSITIVE,FALSE POSITIVE,,66.713573,1.93E-03,-1.93E-03,170.075,1.60E-02,-1.60E-02,0.4916,0.0689,-0.4211,4.487,0.644,-0.644,6.39E+01,1.15E+01,-1.15E+01,0.98,4.20E-01,-1.20E-01,22.47,27.75,-7.14,6.7
FALSE POSITIVE,FALSE POSITIVE,,135.223193,7.92E-03,-7.92E-03,246.3872,2.36E-02,-2.36E-02,0.0177,0.4196,-0.0174,8.989,0.996,-0.996,5.63E+01,8.50E+00,-8.50E+00,0.92,4.90E-01,-1.60E-01,7.18,11.39,-2.8,8.9
FALSE POSITIVE,FALSE POSITIVE,,195.7093855,,,177.4118,,,,,,10.78,,,,,,,,,,,,
FALSE POSITIVE,FALSE POSITIVE,0,27.6775212,2.11E-04,-2.11E-04,146.1243,4.07E-03,-4.07E-03,1.238,69.88,-2.239,2.513,0.293,-0.293,2.94E+02,2.93E+01,-2.93E+01,23.04,2.98E+00,-9.50E-01,22.91,7.91,-2.95,12.3
FALSE POSITIVE,FALSE POSITIVE,,35.2340413,7.77E-04,-7.77E-04,164.0831,1.48E-02,-1.48E-02,0.2713,0.19,-0.2712,11.874,0.568,-0.568,4.66E+02,3.66E+01,-3.66E+01,2.21,8.70E-01,-2.10E-01,31.14,35.76,-9.04,14.7
FALSE POSITIVE,FALSE POSITIVE,0,20.9794338,2.07E-04,-2.07E-04,147.72605,8.98E-03,-8.98E-03,1.284,70.31,-3.764,3.762,0.227,-0.227,2.39E+03,4.00E-01,-4.00E-01,24.76,2.60E+00,-2.12E+00,17.28,7.3,-4.57,32.2
FALSE POSITIVE,FALSE POSITIVE,,15.6937855,3.59E-04,-3.59E-04,131.9841,1.86E-02,-1.86E-02,0.2227,0.244,-0.2226,5.149,0.339,-0.339,3.68E+02,3.37E+01,-3.37E+01,1.99,7.50E-01,-2.60E-01,76.79,88.12,-26.18,14.2
CANDIDATE,CANDIDATE,0.966,5.77451117,5.81E-05,-5.81E-05,134.51434,8.18E-03,-8.18E-03,0.348,0.114,-0.348,3.752,0.262,-0.262,1.56E+02,1.57E+01,-1.57E+01,1.87,3.10E-01,-3.70E-01,544.74,230.38,-211.98,11.2
FALSE POSITIVE,FALSE POSITIVE,0,20.73376301,3.64E-05,-3.64E-05,132.84493,1.79E-03,-1.79E-03,0.993,0.342,-0.231,5.8043,0.0813,-0.0813,1.05E+05,1.30E+03,-1.30E+03,54.58,0.00E+00,0.00E+00,45.6,0,0,97.3
FALSE POSITIVE,FALSE POSITIVE,,63.571688,8.58E-03,-8.58E-03,186.4598,3.27E-02,-3.27E-02,0.7182,0.2484,-0.4791,6.01,1.8,-1.8,5.91E+02,1.50E+02,-1.50E+02,2.14,7.60E-01,-1.70E-01,6.02,6.5,-1.38,5.4
FALSE POSITIVE,FALSE POSITIVE,,338.20075,5.29E-02,-5.29E-02,263.5018,8.31E-02,-8.31E-02,0.2434,0.2208,-0.2433,15.23,2.9,-2.9,6.78E+02,9.90E+01,-9.90E+01,2.08,7.00E-01,-1.40E-01,0.59,0.59,-0.14,11.1
CONFIRMED,CANDIDATE,0.995,124.922516,2.82E-03,-2.82E-03,129.7295,2.16E-02,-2.16E-02,0.943,0.028,-0.645,11.942,0.451,-0.451,4.99E+02,2.16E+01,-2.16E+01,3.37,5.50E-01,-4.50E-01,6.45,2.92,-2.01,24.4
FALSE POSITIVE,FALSE POSITIVE,0,1.303570451,3.24E-07,-3.24E-07,146.145985,2.77E-04,-2.77E-04,0.548,0.027,-0.023,2.28163,0.00616,-0.00616,3.32E+05,7.23E+02,-7.23E+02,235.58,1.31E+02,-7.04E+01,12920.56,22282.74,-7126.36,573.2
FALSE POSITIVE,FALSE POSITIVE,,3.72277264,2.29E-05,-2.29E-05,136.51757,5.62E-03,-5.62E-03,1.2672,0.3721,-0.0945,15.869,0.331,-0.331,1.11E+03,1.68E+01,-1.68E+01,22.78,4.34E+00,-1.66E+00,188.82,122.78,-47.06,58.1
FALSE POSITIVE,FALSE POSITIVE,0,3.886730304,9.63E-06,-9.63E-06,135.0201,2.73E-03,-2.73E-03,0,0.032,0,16.1723,0.0736,-0.0736,3.72E+05,1.73E+03,-1.73E+03,61.58,0.00E+00,0.00E+00,424.65,0,0,280.6
FALSE POSITIVE,FALSE POSITIVE,0,49.5740154,3.83E-04,-3.83E-04,201.97177,5.87E-03,-5.87E-03,0.472,0.037,-0.083,63.196,0.472,-0.472,8.77E+03,5.11E+01,-5.11E+01,5.01,5.30E-01,-7.90E-01,1.46,0.56,-0.58,200.6
FALSE POSITIVE,FALSE POSITIVE,0,10.42360821,8.58E-05,-8.58E-05,138.01504,7.62E-03,-7.62E-03,0.001,0.455,-0.001,5.404,0.199,-0.199,8.78E+02,4.78E+01,-4.78E+01,1.67,1.30E-01,-1.70E-01,16.64,4.78,-4.94,18.7
CANDIDATE,CANDIDATE,0.847,10.1384691,1.92E-04,-1.92E-04,137.7149,1.29E-02,-1.29E-02,0.207,0.263,-0.207,4.026,0.417,-0.417,9.28E+01,1.23E+01,-1.23E+01,0.74,1.60E-01,-5.00E-02,64.55,42.03,-15.16,9.1
CANDIDATE,CANDIDATE,0.017,85.517344,1.85E-03,-1.85E-03,181.351,1.98E-02,-1.98E-02,0.944,0.026,-0.679,9.331,0.38,-0.38,2.70E+02,2.16E+01,-2.16E+01,3.04,4.50E-01,-7.10E-01,12.75,4.89,-5.7,12.9
FALSE POSITIVE,FALSE POSITIVE,0,161.2529031,3.29E-04,-3.29E-04,189.10446,1.49E-03,-1.49E-03,0.227,0.025,-0.043,24.3711,0.0719,-0.0719,9.40E+04,1.85E+02,-1.85E+02,59.07,2.74E+01,-1.18E+01,42.81,59.83,-20.3,576.6
FALSE POSITIVE,FALSE POSITIVE,1,0.761119678,3.67E-06,-3.67E-06,131.68986,3.99E-03,-3.99E-03,1.129,20.8,-0.179,1.43,0.259,-0.259,1.11E+03,1.54E+02,-1.54E+02,27.81,6.87E+00,-1.12E+01,18660.94,13763.8,-12869.27,9.7
FALSE POSITIVE,FALSE POSITIVE,0,94.212787,1.55E-03,-1.55E-03,196.3636,1.71E-02,-1.71E-02,0.001,64,-0.862,14.48,2.7,-2.7,5.57E+04,1.03E+03,-1.03E+03,35.89,8.87E+00,-1.44E+01,30.09,22.19,-20.75,112.3
CANDIDATE,CANDIDATE,,8.6040858,1.76E-04,-1.76E-04,138.163,1.54E-02,-1.54E-02,0.4146,0.0848,-0.4145,3.01,1.1,-1.1,8.76E+01,4.02E+01,-4.02E+01,0.94,3.00E-01,-9.00E-02,189.96,175.18,-52.48,6.4
FALSE POSITIVE,FALSE POSITIVE,0.672,1.330333096,2.82E-07,-2.82E-07,132.785555,1.76E-04,-1.76E-04,0.692,0.004,-0.002,5.045,0.015,-0.015,6.19E+04,1.27E+02,-1.27E+02,24.3,6.62E+00,-2.36E+00,1691.25,1366.66,-495.34,700.5
FALSE POSITIVE,FALSE POSITIVE,0,1.140133012,4.79E-06,-4.79E-06,132.34077,3.39E-03,-3.39E-03,1.181,0.037,-0.161,9.251,0.404,-0.404,2.23E+02,4.80E+00,-4.80E+00,126.77,3.26E+01,-6.51E+01,86385.22,65994.82,-68659.66,63.4
FALSE POSITIVE,FALSE POSITIVE,0,7.946367138,4.78E-07,-4.78E-07,135.0947711,4.39E-05,-4.39E-05,0.636,0.019,-0.017,2.58667,0.0024,-0.0024,2.78E+05,1.24E+02,-1.24E+02,36.01,2.58E+00,-2.58E+00,36.92,10.77,-8.73,1228.9
FALSE POSITIVE,FALSE POSITIVE,0,16.8320798,6.99E-07,-6.99E-07,133.1746947,3.51E-05,-3.51E-05,0.218,0.027,-0.008,7.79748,0.00285,-0.00285,4.84E+04,1.13E+01,-1.13E+01,61.35,1.31E+01,-2.42E+01,565.17,359.4,-381.98,5156.6
FALSE POSITIVE,FALSE POSITIVE,0,7.346159047,5.66E-07,-5.66E-07,136.8912771,6.36E-05,-6.36E-05,0.945,0.03,-0.028,6.5974,0.00336,-0.00336,1.22E+05,4.60E+01,-4.60E+01,44.48,1.14E+01,-3.79E+00,114.57,88.79,-29.72,2541.2
FALSE POSITIVE,FALSE POSITIVE,0.112,26.2402438,3.85E-04,-3.85E-04,151.5242,1.46E-02,-1.46E-02,0.36,0.1,-0.36,3.024,0.391,-0.391,1.74E+02,2.83E+01,-2.83E+01,1.16,2.70E-01,-1.80E-01,27.36,19.36,-10.08,7.9
FALSE POSITIVE,FALSE POSITIVE,0,10.73842724,6.78E-06,-6.78E-06,139.893962,4.81E-04,-4.81E-04,0.036,0.263,-0.036,2.3544,0.0168,-0.0168,1.68E+03,1.66E+01,-1.66E+01,6.96,1.39E+00,-2.07E+00,394.4,238.47,-221.07,112.8
CANDIDATE,CANDIDATE,0.529,65.415183,1.27E-03,-1.27E-03,140.2325,1.64E-02,-1.64E-02,0.377,0.082,-0.377,4.224,0.561,-0.561,4.17E+02,5.67E+01,-5.67E+01,1.31,8.00E-02,-1.20E-01,1.79,0.49,-0.47,8.9
CANDIDATE,CANDIDATE,,72.28198,1.19E-03,-1.19E-03,156.753,1.63E-02,-1.63E-02,0.2405,0.2332,-0.2405,2.478,0.748,-0.748,1.27E+03,3.76E+02,-3.76E+02,13.11,1.98E+00,-4.57E+00,221.28,106.93,-141.89,5.4
FALSE POSITIVE,FALSE POSITIVE,0,23.83238251,2.01E-06,-2.01E-06,143.2182023,6.81E-05,-6.81E-05,0.664,0.008,-0.008,7.06068,0.00358,-0.00358,2.79E+05,1.20E+02,-1.20E+02,63.78,1.88E+01,-7.52E+00,35.58,30.78,-11.36,2389.2
FALSE POSITIVE,FALSE POSITIVE,0,1.428766771,,,132.1908553,,,0.354,,,3.9753,,,9.22E+01,,,1.01,3.00E-01,-1.10E-01,2157.42,1901.51,-665.43,3.6
FALSE POSITIVE,FALSE POSITIVE,,14.5567427,1.01E-04,-1.01E-04,135.6994,5.60E-03,-5.60E-03,0.4308,0.0832,-0.4308,1.421,0.412,-0.412,1.85E+02,4.90E+01,-4.90E+01,1.38,5.10E-01,-1.30E-01,89.02,94.78,-24.63,8.9
FALSE POSITIVE,FALSE POSITIVE,0.001,1.106560721,1.32E-07,-1.32E-07,132.3745985,9.89E-05,-9.89E-05,0.531,0.187,-0.06,2.64151,0.0037,-0.0037,2.54E+05,4.68E+02,-4.68E+02,47.63,1.40E+01,-4.37E+00,2382.7,2068.44,-677.61,643.6
FALSE POSITIVE,FALSE POSITIVE,0,0.721624431,1.05E-07,-1.05E-07,131.859672,1.21E-04,-1.21E-04,0.855,0.04,-0.032,2.54242,0.00612,-0.00612,1.58E+05,2.41E+02,-2.41E+02,40.61,4.94E+00,-4.03E+00,1560.97,647.76,-438.96,514.4
CANDIDATE,CANDIDATE,,371.7096571,,,163.4814151,,,,,,4.65,,,,,,,,,,,,
FALSE POSITIVE,FALSE POSITIVE,0,10.81589054,3.32E-07,-3.32E-07,139.7935811,2.55E-05,-2.55E-05,0.219,0.068,-0.048,4.73495,0.00302,-0.00302,4.54E+04,1.31E+01,-1.31E+01,32.48,6.87E+00,-8.40E+00,328.64,208.24,-166.81,4313.4
FALSE POSITIVE,FALSE POSITIVE,0,4.1747072,,,134.604,,,,,,11.13,,,,,,,,,1914.16,3045.94,-1004.18,
FALSE POSITIVE,FALSE POSITIVE,0,0.622303871,6.94E-06,-6.94E-06,132.0916,1.15E-02,-1.15E-02,0.338,0.13,-0.338,1.84,0.28,-0.28,8.09E+01,9.40E+00,-9.40E+00,0.77,1.70E-01,-1.10E-01,4050.15,2595.68,-1434.7,9.9
FALSE POSITIVE,FALSE POSITIVE,,23.3924063,3.84E-04,-3.84E-04,139.7612,1.53E-02,-1.53E-02,0.3153,0.1412,-0.3153,3.416,0.443,-0.443,6.23E+01,9.40E+00,-9.40E+00,0.84,3.70E-01,-9.00E-02,57.23,73.47,-16.87,8.1
CANDIDATE,CANDIDATE,,75.906736,3.88E-03,-3.88E-03,185.6963,4.08E-02,-4.08E-02,0.0506,0.4031,-0.0506,11.64,1.6,-1.6,2.69E+01,4.80E+00,-4.80E+00,0.63,2.30E-01,-1.20E-01,15.65,16.64,-6.6,9.2
CANDIDATE,CANDIDATE,0.952,2.15888911,1.56E-05,-1.56E-05,131.97752,6.30E-03,-6.30E-03,0.224,0.25,-0.224,1.791,0.205,-0.205,1.02E+02,1.24E+01,-1.24E+01,0.72,1.00E-01,-7.00E-02,384.49,175.63,-95.37,9.9
FALSE POSITIVE,FALSE POSITIVE,0,4.608901433,4.04E-07,-4.04E-07,133.9949845,7.31E-05,-7.31E-05,0.386,0.003,-0.001,8.73393,0.00391,-0.00391,3.79E+05,2.72E+02,-2.72E+02,48.72,1.02E+01,-3.42E+00,242.9,152.41,-54.77,2624.6
CANDIDATE,CANDIDATE,0.786,17.5806026,5.39E-04,-5.39E-04,148.6715,2.76E-02,-2.76E-02,0.879,0.105,-0.614,4.17,0.609,-0.609,1.39E+02,2.23E+01,-2.23E+01,1.87,2.90E-01,-3.50E-01,104.96,42.51,-39.51,8.4
FALSE POSITIVE,FALSE POSITIVE,0,3.326193904,4.12E-07,-4.12E-07,133.329774,1.04E-04,-1.04E-04,0.001,0.146,-0.001,2.08375,0.00683,-0.00683,1.78E+05,3.47E+02,-3.47E+02,14.72,1.26E+00,-1.44E+00,17.41,4.25,-3.97,502
FALSE POSITIVE,FALSE POSITIVE,0,12.82327546,7.73E-07,-7.73E-07,136.1765764,4.89E-05,-4.89E-05,0.93,0.037,-0.027,5.32062,0.00229,-0.00229,1.22E+05,3.71E+01,-3.71E+01,44.29,1.28E+01,-3.97E+00,72,62.44,-19.82,2541.7
FALSE POSITIVE,FALSE POSITIVE,0,37.18327633,5.70E-06,-5.70E-06,158.645758,1.23E-04,-1.23E-04,0.003,0.003,-0.003,14.0996,0.00541,-0.00541,2.21E+05,9.91E+01,-9.91E+01,55,1.63E+01,-1.47E+01,29.41,26.25,-15.28,2648.4
